date,lunar_date,day_of_week,month,is_holiday,weather_condition,temperature,voucher_active,number_of_guests
2025-03-24,25/2,Monday,3,0,Clear,29.2,0,19
2025-03-25,26/2,Tuesday,3,0,Clear,30.2,0,11
2025-03-26,27/2,Wednesday,3,0,Rain,26.8,0,15
2025-03-27,28/2,Thursday,3,0,Rain,36.8,0,10
2025-03-28,29/2,Friday,3,0,Drizzle,20.4,0,19
2025-03-29,1/3,Saturday,3,0,Clouds,23.1,1,37
2025-03-30,2/3,Sunday,3,0,Thunderstorm,28.9,0,38
2025-03-31,3/3,Monday,3,1,Thunderstorm,28.1,1,20
2025-04-01,4/3,Tuesday,4,0,Drizzle,23.6,1,17
2025-04-02,5/3,Wednesday,4,0,Thunderstorm,32.6,1,24
2025-04-03,6/3,Thursday,4,0,Drizzle,34.4,1,20
2025-04-04,7/3,Friday,4,0,Clouds,37.7,0,22
2025-04-05,8/3,Saturday,4,0,Clear,32.9,0,32
2025-04-06,9/3,Sunday,4,0,Clouds,17.7,0,24
2025-04-07,10/3,Monday,4,1,Rain,32.4,1,13
2025-04-08,11/3,Tuesday,4,0,Clear,27.0,0,32
2025-04-09,12/3,Wednesday,4,0,Rain,33.9,1,22
2025-04-10,13/3,Thursday,4,0,Thunderstorm,23.2,1,19
2025-04-11,14/3,Friday,4,0,Clear,26.9,0,12
2025-04-12,15/3,Saturday,4,0,Clear,36.3,0,35
2025-04-13,16/3,Sunday,4,0,Drizzle,22.8,0,32
2025-04-14,17/3,Monday,4,0,Thunderstorm,33.3,0,13
2025-04-15,18/3,Tuesday,4,0,Rain,29.4,0,8
2025-04-16,19/3,Wednesday,4,0,Rain,32.7,1,20
2025-04-17,20/3,Thursday,4,0,Clear,29.8,0,24
2025-04-18,21/3,Friday,4,0,Drizzle,33.3,1,20
2025-04-19,22/3,Saturday,4,0,Drizzle,19.1,1,32
2025-04-20,23/3,Sunday,4,0,Rain,34.8,1,32
2025-04-21,24/3,Monday,4,0,Rain,15.6,0,14
2025-04-22,25/3,Tuesday,4,0,Rain,22.7,1,19
2025-04-23,26/3,Wednesday,4,0,Thunderstorm,33.8,1,20
2025-04-24,27/3,Thursday,4,0,Thunderstorm,24.4,1,25
2025-04-25,28/3,Friday,4,0,Thunderstorm,24.2,1,25
2025-04-26,29/3,Saturday,4,0,Clear,21.5,1,35
2025-04-27,30/3,Sunday,4,0,Drizzle,35.9,1,32
2025-04-28,1/4,Monday,4,0,Drizzle,28.3,0,21
2025-04-29,2/4,Tuesday,4,0,Thunderstorm,26.1,0,19
2025-04-30,3/4,Wednesday,4,1,Clouds,26.4,1,41
2025-05-01,4/4,Thursday,5,1,Thunderstorm,33.1,1,33
2025-05-02,5/4,Friday,5,0,Drizzle,36.4,1,16
2025-05-03,6/4,Saturday,5,0,Drizzle,32.4,0,23
2025-05-04,7/4,Sunday,5,0,Clear,30.6,0,37
2025-05-05,8/4,Monday,5,0,Drizzle,26.5,0,19
2025-05-06,9/4,Tuesday,5,0,Clouds,17.3,0,23
2025-05-07,10/4,Wednesday,5,1,Rain,33.7,0,36
2025-05-08,11/4,Thursday,5,0,Clear,32.9,1,17
2025-05-09,12/4,Friday,5,0,Rain,30.4,0,11
2025-05-10,13/4,Saturday,5,0,Thunderstorm,34.0,1,31
2025-05-11,14/4,Sunday,5,0,Clouds,35.0,1,28
2025-05-12,15/4,Monday,5,1,Rain,19.2,1,9
2025-05-13,16/4,Tuesday,5,0,Rain,28.6,0,35
2025-05-14,17/4,Wednesday,5,0,Clear,20.2,0,23
2025-05-15,18/4,Thursday,5,0,Drizzle,31.5,0,12
2025-05-16,19/4,Friday,5,0,Drizzle,36.4,1,35
2025-05-17,20/4,Saturday,5,0,Clouds,22.3,0,32
2025-05-18,21/4,Sunday,5,0,Rain,25.3,1,30
2025-05-19,22/4,Monday,5,0,Thunderstorm,35.7,1,15
2025-05-20,23/4,Tuesday,5,0,Clouds,31.6,0,30
2025-05-21,24/4,Wednesday,5,0,Clear,33.1,0,32
2025-05-22,25/4,Thursday,5,0,Thunderstorm,21.5,1,25
2025-05-23,26/4,Friday,5,0,Clear,32.9,1,31
2025-05-24,27/4,Saturday,5,0,Rain,26.4,0,40
2025-05-25,28/4,Sunday,5,0,Clouds,33.8,0,39
2025-05-26,29/4,Monday,5,0,Drizzle,20.4,0,25
2025-05-27,1/5,Tuesday,5,0,Drizzle,19.3,0,18
2025-05-28,2/5,Wednesday,5,0,Drizzle,23.9,1,22
2025-05-29,3/5,Thursday,5,0,Clear,22.4,1,30
2025-05-30,4/5,Friday,5,0,Thunderstorm,27.4,1,25
